bank_transaction_id,bank_transaction_category,bank_transaction_dataset
21789809,MOTOR_EXPENSES,TRAIN
21789810,MOTOR_EXPENSES,TRAIN
21789811,MOTOR_EXPENSES,TRAIN
21789812,MOTOR_EXPENSES,TRAIN
21789813,MOTOR_EXPENSES,TRAIN
21789814,MOTOR_EXPENSES,TRAIN
21789815,MOTOR_EXPENSES,TRAIN
21789816,MOTOR_EXPENSES,TRAIN
21789817,MOTOR_EXPENSES,TRAIN
21789818,MOTOR_EXPENSES,TRAIN
21789819,MOTOR_EXPENSES,TRAIN
21789820,MOTOR_EXPENSES,TRAIN
21789821,MOTOR_EXPENSES,TRAIN
21789822,MOTOR_EXPENSES,TRAIN
21789823,MOTOR_EXPENSES,TRAIN
21789824,MOTOR_EXPENSES,TRAIN
21789825,MOTOR_EXPENSES,TRAIN
21789826,MOTOR_EXPENSES,TRAIN
21789827,MOTOR_EXPENSES,TRAIN
21789828,MOTOR_EXPENSES,TRAIN
21789829,MOTOR_EXPENSES,TRAIN
21789830,MOTOR_EXPENSES,TRAIN
21789831,MOTOR_EXPENSES,TRAIN
21789832,MOTOR_EXPENSES,TRAIN
21789833,MOTOR_EXPENSES,TRAIN
21789834,MOTOR_EXPENSES,TRAIN
21789835,MOTOR_EXPENSES,TRAIN
21789836,MOTOR_EXPENSES,TRAIN
21789837,MOTOR_EXPENSES,TRAIN
21789838,MOTOR_EXPENSES,TRAIN
21789839,MOTOR_EXPENSES,TRAIN
21789840,MOTOR_EXPENSES,TRAIN
21789841,MOTOR_EXPENSES,TRAIN
21789842,MOTOR_EXPENSES,TRAIN
21789843,MOTOR_EXPENSES,TRAIN
21789844,MOTOR_EXPENSES,TRAIN
21789845,MOTOR_EXPENSES,TRAIN
21789846,MOTOR_EXPENSES,TRAIN
21789847,MOTOR_EXPENSES,TRAIN
21789848,MOTOR_EXPENSES,TRAIN
21789849,MOTOR_EXPENSES,TRAIN
21789850,MOTOR_EXPENSES,TRAIN
21789851,MOTOR_EXPENSES,TRAIN
21789852,MOTOR_EXPENSES,TRAIN
21789853,MOTOR_EXPENSES,TRAIN
21789854,MOTOR_EXPENSES,TRAIN
21789855,ACCOMMODATION_AND_MEALS,TRAIN
21789856,ACCOMMODATION_AND_MEALS,TRAIN
21789857,ACCOMMODATION_AND_MEALS,TRAIN
21789858,ACCOMMODATION_AND_MEALS,TRAIN
21789859,ACCOMMODATION_AND_MEALS,TRAIN
21789860,ACCOMMODATION_AND_MEALS,TRAIN
21789861,ACCOMMODATION_AND_MEALS,TRAIN
21789862,ACCOMMODATION_AND_MEALS,TRAIN
21789863,ACCOMMODATION_AND_MEALS,TRAIN
21789864,ACCOMMODATION_AND_MEALS,TRAIN
21789865,ACCOMMODATION_AND_MEALS,TRAIN
21789866,ACCOMMODATION_AND_MEALS,TRAIN
21789867,ACCOMMODATION_AND_MEALS,TRAIN
21789868,ACCOMMODATION_AND_MEALS,TRAIN
21789869,ACCOMMODATION_AND_MEALS,TRAIN
21789870,ACCOMMODATION_AND_MEALS,TRAIN
21789871,ACCOMMODATION_AND_MEALS,TRAIN
21789872,ACCOMMODATION_AND_MEALS,TRAIN
21789873,ACCOMMODATION_AND_MEALS,TRAIN
21789874,ACCOMMODATION_AND_MEALS,TRAIN
21789875,ACCOMMODATION_AND_MEALS,TRAIN
21789876,ACCOMMODATION_AND_MEALS,TRAIN
21789877,MOTOR_EXPENSES,TRAIN
21789878,ACCOMMODATION_AND_MEALS,TRAIN
21789879,ACCOMMODATION_AND_MEALS,TRAIN
21789880,ACCOMMODATION_AND_MEALS,TRAIN
21789881,ACCOMMODATION_AND_MEALS,TRAIN
21789882,ACCOMMODATION_AND_MEALS,TRAIN
21789883,ACCOMMODATION_AND_MEALS,TRAIN
21789884,ACCOMMODATION_AND_MEALS,TRAIN
21789885,ACCOMMODATION_AND_MEALS,TRAIN
21789886,ACCOMMODATION_AND_MEALS,TRAIN
21789887,ACCOMMODATION_AND_MEALS,TRAIN
21789888,ACCOMMODATION_AND_MEALS,TRAIN
21789889,ACCOMMODATION_AND_MEALS,TRAIN
21789890,ACCOMMODATION_AND_MEALS,TRAIN
21789891,ACCOMMODATION_AND_MEALS,TRAIN
21789892,ACCOMMODATION_AND_MEALS,TRAIN
21789893,ACCOMMODATION_AND_MEALS,TRAIN
21789894,ACCOMMODATION_AND_MEALS,TRAIN
21789895,ACCOMMODATION_AND_MEALS,TRAIN
21789896,ACCOMMODATION_AND_MEALS,TRAIN
21789897,ACCOMMODATION_AND_MEALS,TRAIN
21789898,ACCOMMODATION_AND_MEALS,TRAIN
21789899,ACCOMMODATION_AND_MEALS,TRAIN
21789900,ACCOMMODATION_AND_MEALS,TRAIN
21789901,ACCOMMODATION_AND_MEALS,TRAIN
21789902,ACCOMMODATION_AND_MEALS,TRAIN
21789903,ACCOMMODATION_AND_MEALS,TRAIN
21789904,ACCOMMODATION_AND_MEALS,TRAIN
21789905,ACCOMMODATION_AND_MEALS,TRAIN
21789906,TRAVEL,TRAIN
21789907,ACCOMMODATION_AND_MEALS,TRAIN
21789908,ACCOMMODATION_AND_MEALS,TRAIN
21789909,ACCOMMODATION_AND_MEALS,TRAIN
21789910,ACCOMMODATION_AND_MEALS,TRAIN
21789911,ACCOMMODATION_AND_MEALS,TRAIN
21789912,ACCOMMODATION_AND_MEALS,TRAIN
21789913,ACCOMMODATION_AND_MEALS,TRAIN
21789914,ACCOMMODATION_AND_MEALS,TRAIN
21789915,ACCOMMODATION_AND_MEALS,TRAIN
21789916,ACCOMMODATION_AND_MEALS,TRAIN
21789917,ACCOMMODATION_AND_MEALS,TRAIN
21789918,ACCOMMODATION_AND_MEALS,TRAIN
21789919,ACCOMMODATION_AND_MEALS,TRAIN
21789920,ACCOMMODATION_AND_MEALS,TRAIN
21789921,ACCOMMODATION_AND_MEALS,TRAIN
21789922,ACCOMMODATION_AND_MEALS,TRAIN
21789923,ACCOMMODATION_AND_MEALS,TRAIN
21789924,ACCOMMODATION_AND_MEALS,TRAIN
21789925,ACCOMMODATION_AND_MEALS,TRAIN
21789926,ACCOMMODATION_AND_MEALS,TRAIN
21789927,ACCOMMODATION_AND_MEALS,TRAIN
21789928,ACCOMMODATION_AND_MEALS,TRAIN
21789929,TRAVEL,TRAIN
21789930,ACCOMMODATION_AND_MEALS,TRAIN
21789931,ACCOMMODATION_AND_MEALS,TRAIN
21789932,ACCOMMODATION_AND_MEALS,TRAIN
21789933,ACCOMMODATION_AND_MEALS,TRAIN
21789934,ACCOMMODATION_AND_MEALS,TRAIN
21789935,ACCOMMODATION_AND_MEALS,TRAIN
21789936,ACCOMMODATION_AND_MEALS,TRAIN
21789937,ACCOMMODATION_AND_MEALS,TRAIN
21789938,ACCOMMODATION_AND_MEALS,TRAIN
21789939,ACCOMMODATION_AND_MEALS,TRAIN
21789940,ACCOMMODATION_AND_MEALS,TRAIN
21789941,ACCOMMODATION_AND_MEALS,TRAIN
21789942,ACCOMMODATION_AND_MEALS,TRAIN
21789943,ACCOMMODATION_AND_MEALS,TRAIN
21789944,ACCOMMODATION_AND_MEALS,TRAIN
21789945,ACCOMMODATION_AND_MEALS,TRAIN
21789946,ACCOMMODATION_AND_MEALS,TRAIN
21789947,ACCOMMODATION_AND_MEALS,TRAIN
21789948,ACCOMMODATION_AND_MEALS,TRAIN
21789949,ACCOMMODATION_AND_MEALS,TRAIN
21789950,ACCOMMODATION_AND_MEALS,TRAIN
21789951,ACCOMMODATION_AND_MEALS,TRAIN
21789952,ACCOMMODATION_AND_MEALS,TRAIN
21789953,ACCOMMODATION_AND_MEALS,TRAIN
21789954,ACCOMMODATION_AND_MEALS,TRAIN
21789955,ACCOMMODATION_AND_MEALS,TRAIN
21789956,ACCOMMODATION_AND_MEALS,TRAIN
21789957,ACCOMMODATION_AND_MEALS,TRAIN
21789958,ACCOMMODATION_AND_MEALS,TRAIN
21789959,ACCOMMODATION_AND_MEALS,TRAIN
21789960,ACCOMMODATION_AND_MEALS,TRAIN
21789961,ACCOMMODATION_AND_MEALS,TRAIN
21789962,ACCOMMODATION_AND_MEALS,TRAIN
21789963,ACCOMMODATION_AND_MEALS,TRAIN
21789964,ACCOMMODATION_AND_MEALS,TRAIN
21789965,ACCOMMODATION_AND_MEALS,TRAIN
21789966,ACCOMMODATION_AND_MEALS,TRAIN
21789967,ACCOMMODATION_AND_MEALS,TRAIN
21789968,ACCOMMODATION_AND_MEALS,TRAIN
21789969,ACCOMMODATION_AND_MEALS,TRAIN
21789970,ACCOMMODATION_AND_MEALS,TRAIN
21789971,ACCOMMODATION_AND_MEALS,TRAIN
21789972,ACCOMMODATION_AND_MEALS,TRAIN
21789973,ACCOMMODATION_AND_MEALS,TRAIN
21789974,ACCOMMODATION_AND_MEALS,TRAIN
21789975,ACCOMMODATION_AND_MEALS,TRAIN
21789976,ACCOMMODATION_AND_MEALS,TRAIN
21789977,ACCOMMODATION_AND_MEALS,TRAIN
21789978,ACCOMMODATION_AND_MEALS,TRAIN
21789979,ACCOMMODATION_AND_MEALS,TRAIN
21789980,ACCOMMODATION_AND_MEALS,TRAIN
21789981,ACCOMMODATION_AND_MEALS,TRAIN
21789982,TRAVEL,TRAIN
21789983,MOTOR_EXPENSES,TRAIN
21789984,ACCOMMODATION_AND_MEALS,TRAIN
21789985,ACCOMMODATION_AND_MEALS,TRAIN
21789986,ACCOMMODATION_AND_MEALS,TRAIN
21789987,ACCOMMODATION_AND_MEALS,TRAIN
21789988,ACCOMMODATION_AND_MEALS,TRAIN
21789989,ACCOMMODATION_AND_MEALS,TRAIN
21789990,ACCOMMODATION_AND_MEALS,TRAIN
21789991,ACCOMMODATION_AND_MEALS,TRAIN
21789992,ACCOMMODATION_AND_MEALS,TRAIN
21789993,ACCOMMODATION_AND_MEALS,TRAIN
21789994,ACCOMMODATION_AND_MEALS,TRAIN
21789995,ACCOMMODATION_AND_MEALS,TRAIN
21789996,ACCOMMODATION_AND_MEALS,TRAIN
21789997,ACCOMMODATION_AND_MEALS,TRAIN
21789998,ACCOMMODATION_AND_MEALS,TRAIN
21789999,ACCOMMODATION_AND_MEALS,TRAIN
21790000,ACCOMMODATION_AND_MEALS,TRAIN
21790001,ACCOMMODATION_AND_MEALS,TRAIN
21790002,ACCOMMODATION_AND_MEALS,TRAIN
21790003,ACCOMMODATION_AND_MEALS,TRAIN
21790004,ACCOMMODATION_AND_MEALS,TRAIN
21790005,ACCOMMODATION_AND_MEALS,TRAIN
21790006,ACCOMMODATION_AND_MEALS,TRAIN
21790007,ACCOMMODATION_AND_MEALS,TRAIN
21790008,ACCOMMODATION_AND_MEALS,TRAIN
21790009,ACCOMMODATION_AND_MEALS,TRAIN
21790010,ACCOMMODATION_AND_MEALS,TRAIN
21790011,ACCOMMODATION_AND_MEALS,TRAIN
21790012,ACCOMMODATION_AND_MEALS,TRAIN
21790013,ACCOMMODATION_AND_MEALS,TRAIN
21790014,ACCOMMODATION_AND_MEALS,TRAIN
21790015,ACCOMMODATION_AND_MEALS,TRAIN
21790016,ACCOMMODATION_AND_MEALS,TRAIN
21790017,ACCOMMODATION_AND_MEALS,TRAIN
21790018,ACCOMMODATION_AND_MEALS,TRAIN
21790019,ACCOMMODATION_AND_MEALS,TRAIN
21790020,ACCOMMODATION_AND_MEALS,TRAIN
21790021,ACCOMMODATION_AND_MEALS,TRAIN
21790022,ACCOMMODATION_AND_MEALS,TRAIN
21790023,ACCOMMODATION_AND_MEALS,TRAIN
21790024,ACCOMMODATION_AND_MEALS,TRAIN
21790025,ACCOMMODATION_AND_MEALS,TRAIN
21790026,ACCOMMODATION_AND_MEALS,TRAIN
21790027,ACCOMMODATION_AND_MEALS,TRAIN
21790028,ACCOMMODATION_AND_MEALS,TRAIN
21790029,ACCOMMODATION_AND_MEALS,TRAIN
21790030,ACCOMMODATION_AND_MEALS,TRAIN
21790031,ACCOMMODATION_AND_MEALS,TRAIN
21790032,ACCOMMODATION_AND_MEALS,TRAIN
21790033,ACCOMMODATION_AND_MEALS,TRAIN
21790034,ACCOMMODATION_AND_MEALS,TRAIN
21790035,ACCOMMODATION_AND_MEALS,TRAIN
21790036,ACCOMMODATION_AND_MEALS,TRAIN
21790037,ACCOMMODATION_AND_MEALS,TRAIN
21790038,ACCOMMODATION_AND_MEALS,TRAIN
21790039,ACCOMMODATION_AND_MEALS,TRAIN
21790040,ACCOMMODATION_AND_MEALS,TRAIN
21790041,ACCOMMODATION_AND_MEALS,TRAIN
21790042,ACCOMMODATION_AND_MEALS,TRAIN
21790043,ACCOMMODATION_AND_MEALS,TRAIN
21790044,ACCOMMODATION_AND_MEALS,TRAIN
21790045,ACCOMMODATION_AND_MEALS,TRAIN
21790046,ACCOMMODATION_AND_MEALS,TRAIN
21790047,ACCOMMODATION_AND_MEALS,TRAIN
21790048,ACCOMMODATION_AND_MEALS,TRAIN
21790049,ACCOMMODATION_AND_MEALS,TRAIN
21790050,ACCOMMODATION_AND_MEALS,TRAIN
21790051,ACCOMMODATION_AND_MEALS,TRAIN
21790052,ACCOMMODATION_AND_MEALS,TRAIN
21790053,ACCOMMODATION_AND_MEALS,TRAIN
21790054,ACCOMMODATION_AND_MEALS,TRAIN
21790055,ACCOMMODATION_AND_MEALS,TRAIN
21790056,ACCOMMODATION_AND_MEALS,TRAIN
21790057,ACCOMMODATION_AND_MEALS,TRAIN
21790058,ACCOMMODATION_AND_MEALS,TRAIN
21790059,ACCOMMODATION_AND_MEALS,TRAIN
21790060,ACCOMMODATION_AND_MEALS,TRAIN
21790061,ACCOMMODATION_AND_MEALS,TRAIN
21790062,ACCOMMODATION_AND_MEALS,TRAIN
21790063,ACCOMMODATION_AND_MEALS,TRAIN
21790064,ACCOMMODATION_AND_MEALS,TRAIN
21790065,ACCOMMODATION_AND_MEALS,TRAIN
21790066,ACCOMMODATION_AND_MEALS,TRAIN
21790067,ACCOMMODATION_AND_MEALS,TRAIN
21790068,ACCOMMODATION_AND_MEALS,TRAIN
21790069,ACCOMMODATION_AND_MEALS,TRAIN
21790070,ACCOMMODATION_AND_MEALS,TRAIN
21790071,ACCOMMODATION_AND_MEALS,TRAIN
21790072,ACCOMMODATION_AND_MEALS,TRAIN
21790073,ACCOMMODATION_AND_MEALS,TRAIN
21790074,ACCOMMODATION_AND_MEALS,TRAIN
21790075,ACCOMMODATION_AND_MEALS,TRAIN
21790076,ACCOMMODATION_AND_MEALS,TRAIN
21790077,ACCOMMODATION_AND_MEALS,TRAIN
21790078,ACCOMMODATION_AND_MEALS,TRAIN
21790079,ACCOMMODATION_AND_MEALS,TRAIN
21790080,ACCOMMODATION_AND_MEALS,TRAIN
21790081,ACCOMMODATION_AND_MEALS,TRAIN
21790082,ACCOMMODATION_AND_MEALS,TRAIN
21790083,ACCOMMODATION_AND_MEALS,TRAIN
21790084,ACCOMMODATION_AND_MEALS,TRAIN
21790085,ACCOMMODATION_AND_MEALS,TRAIN
21790086,ACCOMMODATION_AND_MEALS,TRAIN
21790087,ACCOMMODATION_AND_MEALS,TRAIN
21790088,MOTOR_EXPENSES,TRAIN
21790089,ACCOMMODATION_AND_MEALS,TRAIN
21790090,ACCOMMODATION_AND_MEALS,TRAIN
21790091,TRAVEL,TRAIN
21790092,ACCOMMODATION_AND_MEALS,TRAIN
21790093,ACCOMMODATION_AND_MEALS,TRAIN
21790094,ACCOMMODATION_AND_MEALS,TRAIN
21790095,ACCOMMODATION_AND_MEALS,TRAIN
21790096,ACCOMMODATION_AND_MEALS,TRAIN
21790097,ACCOMMODATION_AND_MEALS,TRAIN
21790098,ACCOMMODATION_AND_MEALS,TRAIN
21790099,ACCOMMODATION_AND_MEALS,TRAIN
21790100,ACCOMMODATION_AND_MEALS,TRAIN
21790101,ACCOMMODATION_AND_MEALS,TRAIN
21790102,ACCOMMODATION_AND_MEALS,TRAIN
21790103,TRAVEL,TRAIN
21790104,ACCOMMODATION_AND_MEALS,TRAIN
21790105,ACCOMMODATION_AND_MEALS,TRAIN
21790106,ACCOMMODATION_AND_MEALS,TRAIN
21790107,ACCOMMODATION_AND_MEALS,TRAIN
21790108,ACCOMMODATION_AND_MEALS,TRAIN
21790109,ACCOMMODATION_AND_MEALS,TRAIN
21790110,ACCOMMODATION_AND_MEALS,TRAIN
21790111,ACCOMMODATION_AND_MEALS,TRAIN
21790112,ACCOMMODATION_AND_MEALS,TRAIN
21790113,ACCOMMODATION_AND_MEALS,TRAIN
21790114,ACCOMMODATION_AND_MEALS,TRAIN
21790115,ACCOMMODATION_AND_MEALS,TRAIN
21790116,ACCOMMODATION_AND_MEALS,TRAIN
21790117,ACCOMMODATION_AND_MEALS,TRAIN
21790118,ACCOMMODATION_AND_MEALS,TRAIN
21790119,ACCOMMODATION_AND_MEALS,TRAIN
21790120,MOTOR_EXPENSES,TRAIN
21790121,MOTOR_EXPENSES,TRAIN
21790122,ACCOMMODATION_AND_MEALS,TRAIN
21790123,ACCOMMODATION_AND_MEALS,TRAIN
21790124,ACCOMMODATION_AND_MEALS,TRAIN
21790125,ACCOMMODATION_AND_MEALS,TRAIN
21790126,ACCOMMODATION_AND_MEALS,TRAIN
21790127,ACCOMMODATION_AND_MEALS,TRAIN
21790128,ACCOMMODATION_AND_MEALS,TRAIN
21790129,ACCOMMODATION_AND_MEALS,TRAIN
21790130,ACCOMMODATION_AND_MEALS,TRAIN
21790131,ACCOMMODATION_AND_MEALS,TRAIN
21790132,ACCOMMODATION_AND_MEALS,TRAIN
21790133,ACCOMMODATION_AND_MEALS,TRAIN
21790134,ACCOMMODATION_AND_MEALS,TRAIN
21790135,ACCOMMODATION_AND_MEALS,TRAIN
21790136,ACCOMMODATION_AND_MEALS,TRAIN
21790137,ACCOMMODATION_AND_MEALS,TRAIN
21790138,ACCOMMODATION_AND_MEALS,TRAIN
21790139,ACCOMMODATION_AND_MEALS,TRAIN
21790140,ACCOMMODATION_AND_MEALS,TRAIN
21790141,TRAVEL,TRAIN
21790142,ACCOMMODATION_AND_MEALS,TRAIN
21790143,ACCOMMODATION_AND_MEALS,TRAIN
21790144,TRAVEL,TRAIN
21790145,ACCOMMODATION_AND_MEALS,TRAIN
21790146,ACCOMMODATION_AND_MEALS,TRAIN
21790147,ACCOMMODATION_AND_MEALS,TRAIN
21790148,ACCOMMODATION_AND_MEALS,TRAIN
21790149,ACCOMMODATION_AND_MEALS,TRAIN
21790150,ACCOMMODATION_AND_MEALS,TRAIN
21790151,ACCOMMODATION_AND_MEALS,TRAIN
21790152,ACCOMMODATION_AND_MEALS,TRAIN
21790153,ACCOMMODATION_AND_MEALS,TRAIN
21790154,ACCOMMODATION_AND_MEALS,TRAIN
21790155,ACCOMMODATION_AND_MEALS,TRAIN
21790156,ACCOMMODATION_AND_MEALS,TRAIN
21790157,ACCOMMODATION_AND_MEALS,TRAIN
21790158,ACCOMMODATION_AND_MEALS,TRAIN
21790159,ACCOMMODATION_AND_MEALS,TRAIN
21790160,ACCOMMODATION_AND_MEALS,TRAIN
21790161,ACCOMMODATION_AND_MEALS,TRAIN
21790162,TRAVEL,TRAIN
21790163,ACCOMMODATION_AND_MEALS,TRAIN
21790164,ACCOMMODATION_AND_MEALS,TRAIN
21790165,ACCOMMODATION_AND_MEALS,TRAIN
21790166,ACCOMMODATION_AND_MEALS,TRAIN
21790167,ACCOMMODATION_AND_MEALS,TRAIN
21790168,MOTOR_EXPENSES,TRAIN
21790169,ACCOMMODATION_AND_MEALS,TRAIN
21790170,ACCOMMODATION_AND_MEALS,TRAIN
21790171,ACCOMMODATION_AND_MEALS,TRAIN
21790172,ACCOMMODATION_AND_MEALS,TRAIN
21790173,ACCOMMODATION_AND_MEALS,TRAIN
21790174,ACCOMMODATION_AND_MEALS,TRAIN
21790175,ACCOMMODATION_AND_MEALS,TRAIN
21790176,ACCOMMODATION_AND_MEALS,TRAIN
21790177,ACCOMMODATION_AND_MEALS,TRAIN
21790178,ACCOMMODATION_AND_MEALS,TRAIN
21790179,ACCOMMODATION_AND_MEALS,TRAIN
21790180,ACCOMMODATION_AND_MEALS,TRAIN
21790181,ACCOMMODATION_AND_MEALS,TRAIN
21790182,ACCOMMODATION_AND_MEALS,TRAIN
21790183,ACCOMMODATION_AND_MEALS,TRAIN
21790184,MOTOR_EXPENSES,TRAIN
21790185,ACCOMMODATION_AND_MEALS,TRAIN
21790186,ACCOMMODATION_AND_MEALS,TRAIN
21790187,ACCOMMODATION_AND_MEALS,TRAIN
21790188,ACCOMMODATION_AND_MEALS,TRAIN
21790189,ACCOMMODATION_AND_MEALS,TRAIN
21790190,ACCOMMODATION_AND_MEALS,TRAIN
21790191,ACCOMMODATION_AND_MEALS,TRAIN
21790192,ACCOMMODATION_AND_MEALS,TRAIN
21790193,ACCOMMODATION_AND_MEALS,TRAIN
21790194,ACCOMMODATION_AND_MEALS,TRAIN
21790195,ACCOMMODATION_AND_MEALS,TRAIN
21790196,ACCOMMODATION_AND_MEALS,TRAIN
21790197,ACCOMMODATION_AND_MEALS,TRAIN
21790198,ACCOMMODATION_AND_MEALS,TRAIN
21790199,ACCOMMODATION_AND_MEALS,TRAIN
21790200,ACCOMMODATION_AND_MEALS,TRAIN
21790201,ACCOMMODATION_AND_MEALS,TRAIN
21790202,ACCOMMODATION_AND_MEALS,TRAIN
21790203,ACCOMMODATION_AND_MEALS,TRAIN
21790204,ACCOMMODATION_AND_MEALS,TRAIN
21790205,ACCOMMODATION_AND_MEALS,TRAIN
21790206,ACCOMMODATION_AND_MEALS,TRAIN
21790207,ACCOMMODATION_AND_MEALS,TRAIN
21790208,ACCOMMODATION_AND_MEALS,TRAIN
21790209,ACCOMMODATION_AND_MEALS,TRAIN
21790210,ACCOMMODATION_AND_MEALS,TRAIN
21790211,ACCOMMODATION_AND_MEALS,TRAIN
21790212,ACCOMMODATION_AND_MEALS,TRAIN
21790213,ACCOMMODATION_AND_MEALS,TRAIN
21790214,ACCOMMODATION_AND_MEALS,TRAIN
21790215,ACCOMMODATION_AND_MEALS,TRAIN
21790216,ACCOMMODATION_AND_MEALS,TRAIN
21790217,ACCOMMODATION_AND_MEALS,TRAIN
21790218,ACCOMMODATION_AND_MEALS,TRAIN
21790219,ACCOMMODATION_AND_MEALS,TRAIN
21790220,ACCOMMODATION_AND_MEALS,TRAIN
21790221,ACCOMMODATION_AND_MEALS,TRAIN
21790222,ACCOMMODATION_AND_MEALS,TRAIN
21790223,ACCOMMODATION_AND_MEALS,TRAIN
21790224,ACCOMMODATION_AND_MEALS,TRAIN
21790225,ACCOMMODATION_AND_MEALS,TRAIN
21790226,ACCOMMODATION_AND_MEALS,TRAIN
21790227,ACCOMMODATION_AND_MEALS,TRAIN
21790228,ACCOMMODATION_AND_MEALS,TRAIN
21790229,ACCOMMODATION_AND_MEALS,TRAIN
21790230,ACCOMMODATION_AND_MEALS,TRAIN
21790231,ACCOMMODATION_AND_MEALS,TRAIN
21790232,ACCOMMODATION_AND_MEALS,TRAIN
21790233,ACCOMMODATION_AND_MEALS,TRAIN
21790234,ACCOMMODATION_AND_MEALS,TRAIN
21790235,ACCOMMODATION_AND_MEALS,TRAIN
21790236,ACCOMMODATION_AND_MEALS,TRAIN
21790237,ACCOMMODATION_AND_MEALS,TRAIN
21790238,ACCOMMODATION_AND_MEALS,TRAIN
21790239,ACCOMMODATION_AND_MEALS,TRAIN
21790240,ACCOMMODATION_AND_MEALS,TRAIN
21790241,ACCOMMODATION_AND_MEALS,TRAIN
21790242,ACCOMMODATION_AND_MEALS,TRAIN
21790243,ACCOMMODATION_AND_MEALS,TRAIN
21790244,ACCOMMODATION_AND_MEALS,TRAIN
21790245,ACCOMMODATION_AND_MEALS,TRAIN
21790246,ACCOMMODATION_AND_MEALS,TRAIN
21790247,ACCOMMODATION_AND_MEALS,TRAIN
21790248,MOTOR_EXPENSES,TRAIN
21790249,ACCOMMODATION_AND_MEALS,TRAIN
21790250,ACCOMMODATION_AND_MEALS,TRAIN
21790251,ACCOMMODATION_AND_MEALS,TRAIN
21790252,ACCOMMODATION_AND_MEALS,TRAIN
21790253,ACCOMMODATION_AND_MEALS,TRAIN
21790254,ACCOMMODATION_AND_MEALS,TRAIN
21790255,ACCOMMODATION_AND_MEALS,TRAIN
21790256,ACCOMMODATION_AND_MEALS,TRAIN
21790257,ACCOMMODATION_AND_MEALS,TRAIN
21790258,ACCOMMODATION_AND_MEALS,TRAIN
21790259,ACCOMMODATION_AND_MEALS,TRAIN
21790260,ACCOMMODATION_AND_MEALS,TRAIN
21790261,ACCOMMODATION_AND_MEALS,TRAIN
21790262,ACCOMMODATION_AND_MEALS,TRAIN
21790263,ACCOMMODATION_AND_MEALS,TRAIN
21790264,ACCOMMODATION_AND_MEALS,TRAIN
21790265,ACCOMMODATION_AND_MEALS,TRAIN
21790266,ACCOMMODATION_AND_MEALS,TRAIN
21790267,ACCOMMODATION_AND_MEALS,TRAIN
21790268,MOTOR_EXPENSES,TRAIN
21790269,ACCOMMODATION_AND_MEALS,TRAIN
21790270,ACCOMMODATION_AND_MEALS,TRAIN
21790271,ACCOMMODATION_AND_MEALS,TRAIN
21790272,ACCOMMODATION_AND_MEALS,TRAIN
21790273,ACCOMMODATION_AND_MEALS,TRAIN
21790274,ACCOMMODATION_AND_MEALS,TRAIN
21790275,ACCOMMODATION_AND_MEALS,TRAIN
21790276,ACCOMMODATION_AND_MEALS,TRAIN
21790277,ACCOMMODATION_AND_MEALS,TRAIN
21790278,MOTOR_EXPENSES,TRAIN
21790279,ACCOMMODATION_AND_MEALS,TRAIN
21790280,MOTOR_EXPENSES,TRAIN
21790281,ACCOMMODATION_AND_MEALS,TRAIN
21790282,ACCOMMODATION_AND_MEALS,TRAIN
21790283,ACCOMMODATION_AND_MEALS,TRAIN
21790284,ACCOMMODATION_AND_MEALS,TRAIN
21790285,ACCOMMODATION_AND_MEALS,TRAIN
21790286,ACCOMMODATION_AND_MEALS,TRAIN
21790287,ACCOMMODATION_AND_MEALS,TRAIN
21790288,ACCOMMODATION_AND_MEALS,TRAIN
21790289,ACCOMMODATION_AND_MEALS,TRAIN
21790290,MOTOR_EXPENSES,TRAIN
21790291,ACCOMMODATION_AND_MEALS,TRAIN
21790292,ACCOMMODATION_AND_MEALS,TRAIN
21790293,ACCOMMODATION_AND_MEALS,TRAIN
21790294,ACCOMMODATION_AND_MEALS,TRAIN
21790295,ACCOMMODATION_AND_MEALS,TRAIN
21790296,ACCOMMODATION_AND_MEALS,TRAIN
21790297,ACCOMMODATION_AND_MEALS,TRAIN
21790298,ACCOMMODATION_AND_MEALS,TRAIN
21790299,ACCOMMODATION_AND_MEALS,TRAIN
21790300,ACCOMMODATION_AND_MEALS,TRAIN
21790301,ACCOMMODATION_AND_MEALS,TRAIN
21790302,ACCOMMODATION_AND_MEALS,TRAIN
21790303,ACCOMMODATION_AND_MEALS,TRAIN
21790304,ACCOMMODATION_AND_MEALS,TRAIN
21790305,ACCOMMODATION_AND_MEALS,TRAIN
21790306,ACCOMMODATION_AND_MEALS,TRAIN
21790307,MOTOR_EXPENSES,TRAIN
21790308,ACCOMMODATION_AND_MEALS,TRAIN
21790309,ACCOMMODATION_AND_MEALS,TRAIN
21790310,ACCOMMODATION_AND_MEALS,TRAIN
21790311,ACCOMMODATION_AND_MEALS,TRAIN
21790312,ACCOMMODATION_AND_MEALS,TRAIN
21790313,ACCOMMODATION_AND_MEALS,TRAIN
21790314,ACCOMMODATION_AND_MEALS,TRAIN
21790315,ACCOMMODATION_AND_MEALS,TRAIN
21790316,ACCOMMODATION_AND_MEALS,TRAIN
21790317,ACCOMMODATION_AND_MEALS,TRAIN
21790318,ACCOMMODATION_AND_MEALS,TRAIN
21790319,ACCOMMODATION_AND_MEALS,TRAIN
21790320,ACCOMMODATION_AND_MEALS,TRAIN
